word,cluster
на,1043
и,1043
во,381
сум,289
за,1956
да,1956
од,1043
себе,1956
со,1043
тој,1956
кој,1956
ќе,1956
тие,557
не,1956
таа,1956
а,1585
ако,1956
што,1956
2015,281
дека,66
close,1210
connection,1210
net,1210
gmt,1210
oct,1210
date,1210
како,1956
има,552
овој,1956
може,1956
година,340
многу,1174
вие,1956
тоа,1956
биде,1956
по,597
еден,859
нов,795
до,307
16,531
или,1296
свој,1956
1,412
голем,1579
content,1210
2,412
length,1210
сиот,1039
јас,94
нема,625
ден,894
3,412
17,1247
сака,1956
ваш,1956
дел,209
кога,459
Македонија,1290
fri,1210
5,412
треба,1857
време,1735
но,66
без,1585
само,1956
пред,1203
4,412
некој,94
ти,94
добар,1861
друг,731
10,1247
прв,1940
работа,81
12,1247
18,1247
20,1247
наш,449
би,1956
човек,1616
19,531
бидејќи,1956
уште,311
свет,628
секој,557
sat,1210
направи,1395
тогаш,1612
негов,695
цел,504
ние,1302
15,1247
6,412
кај,129
два,313
11,1247
оној,202
автомобил,209
број,827
македонски,1290
па,1140
мој,209
така,1441
место,203
Скопје,1833
дали,1032
00,1019
дете,323
знае,94
7,412
13,1247
14,1247
живот,1261
кон,520
пат,1214
21,1247
земја,1624
нивен,1600
мал,1887
преку,1727
нешто,94
веќе,372
8,412
каде,1235
види,160
добие,552
производ,476
страна,468
2014,1934
час,1263
0,1198
прави,1187
22,1247
малку,1585
ист,1847
при,266
mk,1176
сега,718
30,1247
користи,17
компанија,900
лице,740
апликација,238
проблем,1474
by,860
видео,1468
x,1677
9,412
ама,1331
начин,817
жена,1688
вели,277
помош,1093
неколку,820
страница,1831
град,749
работи,81
месец,611
мора,98
околу,1585
додека,159
бара,231
игра,816
sun,1210
систем,44
избор,615
23,1247
вода,1797
против,1787
одлука,892
2013,1934
втор,1810
љубов,997
сам,948
добро,1524
поради,1194
светски,1075
колку,820
google,374
цена,995
информација,1776
последен,859
ни,625
член,828
потребен,1168
под,1743
милион,1401
познат,750
mon,1210
висок,746
американски,763
стане,1845
тим,707
октомври,522
тело,1802
рече,794
според,1786
пак,1884
07,743
три,313
центар,511
одговара,451
оди,459
24,657
модел,1097
нејзин,1473
евро,630
25,1247
денес,545
секс,588
корисник,1420
гледа,1226
меѓу,1894
the,653
направен,1651
зошто,94
крај,1042
08,650
претседател,621
затоа,1857
можност,793
50,1985
долг,1468
празник,1953
право,1187
исто,693
06,743
име,1145
09,743
боја,513
2012,1405
2011,1405
дојде,459
02,650
разлика,536
01,650
општина,1788
програма,1881
проект,620
држава,1123
постои,80
фотографија,806
купува,1176
000,683
збор,1460
врска,1384
каже,94
прашање,527
03,743
вистински,426
европски,630
cache,20
бог,878
почне,1147
туку,1713
храна,759
доколку,820
филм,10
accept,1889
период,496
05,743
промена,1426
низ,1118
стар,591
активност,1348
известува,705
врз,1351
in,175
млад,1625
секогаш,1539
04,743
форма,982
нуди,1938
момент,399
вест,102
40,1453
средство,1390
слика,1852
26,1247
најде,324
граѓанин,1812
маж,660
група,373
facebook,414
новогодишен,979
натпревар,270
објавен,1836
минута,188
e,1849
мисли,1581
твој,1926
резултат,1462
пара,1162
значи,1610
server,20
често,484
погледне,1226
изгледа,1471
договор,647
потоа,1344
автор,1577
возило,1895
даде,562
tue,1210
република,882
28,854
тек,565
таков,228
употреба,1806
носи,379
недела,1902
контакт,832
27,1247
повторно,1306
живее,1751
над,1731
акција,1403
смета,1098
јавен,47
kupikniga,1176
интернет,1952
дури,1816
рака,1441
однос,1128
банка,226
развој,1499
бренд,1412
општ,1390
телефон,1596
податок,1891
бел,89
услов,603
толку,820
годишен,979
пазар,310
каков,228
закон,704
рецепт,367
остане,1845
Европа,630
to,120
различен,1506
стави,1936
следен,859
откако,1174
ray,77
потреба,1806
услуга,1169
претставува,1547
почеток,156
cf,77
одличен,1506
бизнис,234
cloudflare,77
наоѓа,429
31,1247
врати,523
причина,493
29,1247
encoding,1889
vary,1889
nginx,77
dus,77
објави,1836
of,1737
кожа,124
САД,1432
песна,673
заштита,952
долар,1401
домашен,1914
официјален,505
дом,1279
дава,217
маркетинг,1317
покаже,1277
верзија,1413
случај,905
барем,1115
благодарение,1158
вредност,684
станува,1845
политички,901
превод,822
ниту,625
бебе,590
медиум,1489
работен,219
заедно,427
агенција,383
влада,1028
син,695
потврди,1255
решение,885
барање,1085
мобилен,1596
ниво,1814
очекува,733
сила,541
книга,196
100,103
no,20
главен,553
серија,1031
успее,1995
навистина,486
после,100
започне,1147
ништо,625
јазик,196
ли,277
доаѓа,689
35,910
48,65
односно,1128
категорија,12
home,1685
организација,804
технологија,61
сдсм,301
лесно,1963
тука,734
добива,50
Александар,1629
одржи,985
меѓународен,1144
on,1113
powered,1677
заев,470
моли,1454
уред,142
сезона,858
s,165
никогаш,1539
овозможува,177
translate,1093
сепак,588
важен,460
простор,9
државен,537
преглед,946
остави,604
попуст,766
зборува,82
форум,1331
пријател,744
мрежа,40
дело,519
победа,773
вид,1125
Груевски,391
септември,522
болест,1744
масло,643
брз,1178
настан,1188
коментар,1101
помеѓу,790
45,910
заврши,1663
содржина,222
албум,1702
32,910
квалитет,792
девојка,129
отворен,69
лига,1404
предлог,1284
случи,21
ваков,228
верува,168
народ,1144
награда,1684
можеби,752
куќа,1114
изјави,1282
состојба,356
одговор,527
лош,1603
око,1676
пишува,672
коса,237
веднаш,1739
баш,1634
покрај,1379
сè,1884
средба,882
допаѓа,1126
продолжи,1734
четири,1033
мотор,907
control,1360
личност,1246
достапен,90
партнер,797
црн,534
последица,1508
брзо,1178
специјален,220
власт,1028
процес,876
запознае,750
a,1518
клуб,1573
претстави,1547
текст,968
регион,671
семејство,964
здравје,970
природен,1077
денар,1149
55,910
33,910
та,344
тема,1148
адреса,248
посета,1548
соработка,81
52,910
велес,1240
34,65
38,910
содржи,222
хумор,708
останат,1646
нека,211
основен,1488
црква,264
мајка,454
