word,cluster
на,35
и,97
во,106
сум,97
за,35
да,127
од,198
себе,127
со,97
тој,127
кој,127
ќе,127
тие,127
не,127
таа,127
а,97
ако,127
што,127
2015,124
дека,127
close,124
connection,124
net,124
gmt,124
oct,124
date,124
како,97
има,97
овој,127
може,127
година,172
многу,97
вие,127
тоа,127
биде,127
по,74
еден,97
нов,126
до,90
16,124
или,127
свој,177
1,90
голем,97
content,124
2,90
length,124
сиот,97
јас,179
нема,127
ден,198
3,90
17,124
сака,127
ваш,127
дел,124
кога,189
Македонија,110
fri,124
5,90
треба,127
време,101
но,98
без,127
само,97
пред,80
4,90
некој,127
ти,179
добар,67
друг,97
10,198
прв,156
работа,175
12,124
18,124
20,124
наш,182
би,127
човек,29
19,124
бидејќи,97
уште,97
свет,50
секој,127
sat,124
направи,127
тогаш,127
негов,113
цел,57
ние,163
15,124
6,90
кај,117
два,147
11,124
оној,29
автомобил,136
број,90
македонски,67
па,179
мој,124
така,97
место,125
Скопје,139
дали,127
00,124
дете,21
знае,127
7,90
13,124
14,124
живот,43
кон,48
пат,37
21,124
земја,110
нивен,109
мал,164
преку,80
нешто,127
веќе,97
8,90
каде,117
види,154
добие,177
производ,64
страна,167
2014,111
час,60
0,90
прави,127
22,124
малку,97
ист,103
при,144
mk,190
сега,97
30,124
користи,196
компанија,64
лице,140
апликација,82
проблем,194
by,151
видео,2
x,190
9,90
ама,179
начин,127
жена,187
вели,163
помош,190
неколку,97
страница,45
град,112
работи,175
месец,147
мора,127
околу,97
додека,63
бара,192
игра,17
sun,124
систем,86
избор,16
23,124
вода,135
против,81
одлука,54
2013,111
втор,10
љубов,163
сам,127
добро,127
поради,128
светски,17
колку,97
google,36
цена,187
информација,178
последен,97
ни,153
член,38
потребен,127
под,120
милион,199
познат,37
mon,124
висок,188
американски,68
стане,39
тим,33
октомври,32
тело,40
рече,113
според,47
пак,127
07,124
три,147
центар,139
одговара,124
оди,61
24,124
модел,126
нејзин,197
евро,199
25,124
денес,97
секс,72
корисник,196
гледа,130
меѓу,97
the,119
направен,190
зошто,127
крај,10
08,124
претседател,16
затоа,127
можност,30
50,198
долг,97
празник,50
право,54
исто,97
06,124
име,196
09,124
боја,76
2012,111
2011,111
дојде,61
02,124
разлика,71
01,124
општина,139
програма,35
проект,35
држава,41
постои,102
фотографија,143
купува,190
000,173
збор,163
врска,75
каже,127
прашање,38
03,124
вистински,166
европски,110
cache,190
бог,50
почне,85
туку,163
храна,167
доколку,97
филм,195
accept,190
период,123
05,124
промена,187
низ,101
стар,142
активност,30
известува,190
врз,54
in,151
млад,21
секогаш,127
04,124
форма,146
нуди,64
момент,98
вест,78
40,198
средство,95
слика,143
26,124
најде,61
граѓанин,16
маж,21
група,104
facebook,181
новогодишен,3
натпревар,17
објавен,168
