word,cluster
на,159
и,526
во,526
сум,526
за,159
да,526
од,272
себе,526
со,526
тој,526
кој,526
ќе,526
тие,526
не,526
таа,526
а,526
ако,526
што,526
2015,27
дека,526
close,27
connection,27
net,27
gmt,27
oct,27
date,27
како,526
има,650
овој,526
може,526
година,463
многу,188
вие,526
тоа,526
биде,526
по,705
еден,360
нов,697
до,443
16,27
или,526
свој,200
1,515
голем,782
content,27
2,515
length,27
сиот,526
јас,156
нема,650
ден,360
3,515
17,27
сака,526
ваш,526
дел,382
кога,526
Македонија,485
fri,27
5,515
треба,526
време,11
но,521
без,426
само,309
пред,8
4,515
некој,526
ти,156
добар,99
друг,491
10,27
прв,204
работа,319
12,27
18,27
20,27
наш,561
би,526
човек,412
19,27
бидејќи,526
уште,283
свет,344
секој,281
sat,27
направи,763
тогаш,526
негов,743
цел,754
ние,15
15,27
6,515
кај,494
два,726
11,27
оној,526
автомобил,225
број,105
македонски,129
па,156
мој,251
така,526
место,792
Скопје,692
дали,315
00,251
дете,546
знае,794
7,515
13,27
14,27
живот,764
кон,356
пат,399
21,27
земја,138
нивен,479
мал,189
преку,17
нешто,64
веќе,526
8,515
каде,81
види,275
добие,796
производ,187
страна,32
2014,69
час,653
0,256
прави,279
22,27
малку,188
ист,753
при,262
mk,172
сега,744
30,272
користи,356
компанија,545
лице,333
апликација,12
проблем,759
by,256
видео,439
x,715
9,515
ама,156
начин,159
жена,259
вели,51
помош,115
неколку,280
страница,32
град,432
работи,319
месец,785
мора,228
околу,649
додека,641
бара,182
игра,167
sun,27
систем,449
избор,214
23,27
вода,170
против,367
одлука,424
2013,69
втор,204
љубов,33
сам,309
добро,730
поради,222
светски,401
колку,280
google,414
цена,734
информација,698
последен,188
ни,501
член,520
потребен,208
под,750
милион,632
познат,184
mon,27
висок,210
американски,386
стане,368
тим,664
октомври,302
тело,14
рече,528
според,191
пак,491
07,27
три,547
центар,634
одговара,251
оди,275
24,27
модел,475
нејзин,431
евро,632
25,27
денес,716
