word,cluster
на,1495
и,1495
во,442
сум,1495
за,1495
да,1977
од,1495
себе,1495
со,1495
тој,1495
кој,1495
ќе,1977
тие,1495
не,1495
таа,1495
а,1495
ако,1495
што,1495
2015,1017
дека,1495
close,1017
connection,1017
net,1017
gmt,1017
oct,1017
date,1017
како,1495
има,1495
овој,1495
може,1977
година,1725
многу,1495
вие,508
тоа,1495
биде,1439
по,1464
еден,1693
нов,778
до,1287
16,1017
или,1468
свој,417
1,1743
голем,931
content,1017
2,1743
length,1017
сиот,870
јас,1210
нема,1210
ден,1693
3,1743
17,683
сака,740
ваш,219
дел,736
кога,1890
Македонија,761
fri,1017
5,1743
треба,1977
време,1666
но,1070
без,869
само,1495
пред,464
4,1743
некој,1495
ти,816
добар,1495
друг,1752
10,683
прв,1365
работа,1758
12,683
18,683
20,683
наш,1790
би,1439
човек,1054
19,683
бидејќи,1083
уште,1790
свет,1315
секој,1227
sat,1017
направи,1314
тогаш,1495
негов,417
цел,1996
ние,1728
15,683
6,1743
кај,1305
два,652
11,683
оној,417
автомобил,966
број,1760
македонски,761
па,22
мој,736
така,1881
место,38
Скопје,458
дали,1398
00,736
дете,302
знае,1210
7,1743
13,683
14,683
живот,1450
кон,1917
пат,1385
21,683
земја,733
нивен,433
мал,1754
преку,328
нешто,680
веќе,1495
8,1743
каде,1109
види,1439
добие,616
производ,470
страна,311
2014,1012
час,702
0,1822
прави,1600
22,683
малку,520
ист,1099
при,85
mk,1373
сега,685
30,683
користи,313
компанија,951
лице,117
апликација,256
проблем,268
by,1616
видео,602
x,1616
9,1743
ама,1210
начин,1682
жена,1173
вели,903
помош,380
неколку,520
страница,625
град,1709
работи,1758
месец,507
мора,1495
околу,1517
додека,1198
бара,1916
игра,1052
sun,1017
систем,1723
избор,1921
23,683
вода,1891
против,840
одлука,402
2013,1012
втор,1365
љубов,1730
сам,1495
добро,729
поради,1477
светски,785
колку,520
google,788
цена,1464
информација,1498
последен,741
ни,259
член,830
потребен,1674
под,1561
милион,409
познат,533
mon,1017
висок,561
американски,386
стане,273
тим,740
октомври,1509
тело,1682
рече,691
според,1615
пак,1520
07,1017
три,1388
центар,1158
одговара,1042
оди,259
24,683
модел,778
нејзин,146
евро,207
25,683
денес,1859
секс,1173
корисник,1696
гледа,478
меѓу,731
the,41
направен,1314
зошто,1495
крај,1849
08,1017
претседател,1940
затоа,1495
можност,1981
50,1212
долг,1553
празник,1465
право,1257
исто,1881
06,1017
име,1531
09,1017
боја,1223
2012,1012
2011,1012
дојде,1243
02,1017
разлика,1613
01,1017
општина,988
програма,645
проект,132
држава,976
постои,675
фотографија,1304
купува,1373
000,548
збор,698
врска,1493
каже,1102
прашање,299
03,1017
вистински,1568
европски,1192
cache,393
бог,47
почне,1118
туку,1495
храна,1459
доколку,520
филм,1191
accept,856
период,1313
05,1017
промена,742
низ,1458
стар,1280
активност,572
известува,1373
врз,1120
in,1771
млад,336
секогаш,1227
04,1017
форма,233
нуди,6
момент,773
вест,1806
40,569
средство,740
слика,449
26,683
најде,1243
граѓанин,1103
маж,1127
група,1182
facebook,4
новогодишен,194
натпревар,930
објавен,1148
минута,871
e,55
мисли,464
твој,417
резултат,1835
пара,1390
значи,1974
server,1349
често,200
погледне,477
изгледа,980
договор,489
потоа,728
автор,1868
возило,1063
даде,1235
tue,1017
република,1636
28,683
тек,1289
таков,946
употреба,159
носи,1422
недела,829
контакт,461
27,683
повторно,1872
живее,1450
над,73
акција,774
смета,642
јавен,1148
kupikniga,1373
интернет,1141
дури,1495
рака,1285
однос,666
банка,998
развој,231
бренд,1129
општ,740
телефон,1670
податок,1340
бел,822
услов,1479
толку,520
годишен,194
пазар,1204
каков,946
закон,67
рецепт,772
остане,273
Европа,1736
to,1186
различен,1969
стави,1490
следен,741
откако,1102
ray,16
потреба,562
услуга,1340
