word,cluster
на,709
и,16
во,408
сум,16
за,16
да,16
од,16
себе,16
со,16
тој,16
кој,16
ќе,16
тие,16
не,32
таа,16
а,16
ако,16
што,16
2015,682
дека,16
close,682
connection,682
net,725
gmt,682
oct,682
date,682
како,16
има,16
овој,16
може,16
година,333
многу,16
вие,16
тоа,16
биде,16
по,653
еден,305
нов,265
до,38
16,682
или,16
свој,594
1,470
голем,653
content,682
2,470
length,682
сиот,16
јас,32
нема,32
ден,38
3,470
17,682
сака,200
ваш,433
дел,172
кога,16
Македонија,202
fri,682
5,470
треба,16
време,485
но,546
без,709
само,16
пред,550
4,470
некој,32
ти,478
добар,16
друг,16
10,682
прв,353
работа,243
12,682
18,682
20,682
наш,513
би,16
човек,759
19,682
бидејќи,16
уште,16
свет,559
секој,16
sat,682
направи,720
тогаш,16
негов,789
цел,616
ние,557
15,682
6,470
кај,16
два,272
11,682
оној,16
автомобил,172
број,525
македонски,467
па,16
мој,172
така,16
место,686
Скопје,392
дали,752
00,172
дете,160
знае,216
7,470
13,682
14,682
живот,385
кон,709
пат,218
21,682
земја,791
нивен,50
мал,16
преку,179
нешто,32
веќе,16
8,470
каде,658
види,260
добие,576
производ,86
страна,648
2014,590
час,38
0,470
прави,214
22,682
малку,16
ист,16
при,407
mk,798
сега,16
30,682
користи,241
компанија,155
лице,224
апликација,361
проблем,406
by,590
видео,55
x,280
9,470
ама,478
начин,16
жена,10
вели,591
помош,653
неколку,360
страница,249
град,162
работи,166
месец,368
мора,16
околу,38
додека,571
бара,332
игра,112
sun,682
систем,573
избор,274
23,682
вода,518
против,145
одлука,115
2013,645
втор,353
љубов,385
сам,742
добро,16
поради,477
светски,745
колку,360
google,158
цена,143
информација,263
последен,522
ни,300
член,320
потребен,654
под,694
милион,253
познат,184
mon,682
висок,599
американски,427
стане,271
тим,200
октомври,333
тело,356
рече,260
според,57
пак,16
07,682
три,272
центар,596
одговара,256
оди,260
24,682
модел,387
нејзин,385
евро,253
25,682
денес,16
секс,10
корисник,265
гледа,570
меѓу,569
the,783
направен,720
зошто,16
крај,553
08,682
претседател,320
затоа,16
можност,468
50,99
долг,419
празник,39
право,460
исто,663
06,682
име,433
09,682
боја,396
2012,645
2011,645
дојде,260
02,682
разлика,709
01,682
општина,436
програма,186
проект,582
држава,236
постои,366
фотографија,458
купува,252
000,99
збор,445
врска,17
каже,16
прашање,16
03,682
вистински,239
европски,791
cache,725
бог,39
почне,230
туку,16
храна,48
доколку,360
филм,92
accept,280
период,709
05,682
промена,404
низ,523
стар,434
активност,307
известува,798
врз,381
in,416
млад,385
секогаш,521
04,682
форма,753
нуди,573
момент,295
вест,467
40,682
средство,200
слика,545
26,682
најде,197
граѓанин,186
маж,10
група,30
facebook,265
новогодишен,185
натпревар,631
објавен,708
минута,38
e,469
мисли,337
твој,100
резултат,662
пара,641
значи,705
server,725
често,351
погледне,570
изгледа,778
договор,354
потоа,776
автор,207
возило,266
даде,658
tue,682
република,320
28,682
тек,16
таков,421
употреба,763
носи,90
недела,797
контакт,433
27,682
повторно,616
живее,754
над,439
акција,151
смета,732
јавен,708
kupikniga,798
интернет,122
дури,775
рака,159
однос,504
банка,284
развој,712
бренд,149
општ,200
телефон,638
податок,433
бел,396
услов,539
толку,360
годишен,185
пазар,155
каков,421
закон,268
рецепт,104
остане,275
Европа,791
to,756
различен,114
стави,214
следен,522
откако,16
ray,84
потреба,763
услуга,656
претставува,257
почеток,230
cf,84
одличен,114
бизнис,265
cloudflare,84
наоѓа,596
31,682
врати,342
причина,407
29,682
encoding,280
vary,280
nginx,84
dus,84
објави,708
of,783
кожа,290
САД,34
песна,301
заштита,675
долар,253
домашен,578
официјален,76
дом,789
дава,127
маркетинг,182
покаже,687
верзија,26
случај,490
барем,16
благодарение,326
вредност,504
станува,58
политички,613
превод,452
ниту,16
